,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,provinceID,lockdate,label
1954,10,2020-07-10,1,0.0,450.0,0.0,,,
1955,13,2020-07-10,0,0.0,321.0,0.0,,,
1956,12,2020-07-10,0,0.0,398.0,1.0,,,
1957,11,2020-07-10,0,0.0,300.0,0.0,,,
1958,60,2020-07-10,0,0.0,16.0,0.0,,,
1959,61,2020-07-10,0,0.0,27.0,0.0,,,
1960,62,2020-07-10,0,0.0,0.0,0.0,,,
1961,99,2020-07-10,0,,0.0,0.0,,,
1962,1,2020-07-10,321,10.0,48749.0,327.0,,,
1963,59,2020-07-11,0,0.0,2559.0,0.0,,,
1964,48,2020-07-11,0,0.0,7804.0,0.0,,,
1965,47,2020-07-11,0,0.0,803.0,0.0,,,
1966,46,2020-07-11,0,0.0,932.0,0.0,,,
1967,35,2020-07-11,130,6.0,27484.0,267.0,,,
1968,24,2020-07-11,91,8.0,11576.0,98.0,,,
1969,10,2020-07-11,0,0.0,413.0,0.0,,,
1970,13,2020-07-11,0,0.0,404.0,0.0,,,
1971,12,2020-07-11,0,0.0,580.0,0.0,,,
1972,11,2020-07-11,0,0.0,273.0,0.0,,,
1973,60,2020-07-11,0,0.0,7.0,0.0,,,
1974,61,2020-07-11,0,0.0,14.0,0.0,,,
1975,62,2020-07-11,0,0.0,11.0,0.0,,,
1976,99,2020-07-11,0,,0.0,0.0,,,
1977,1,2020-07-11,221,14.0,52860.0,365.0,,,
1978,59,2020-07-12,0,0.0,2712.0,0.0,,,
1979,48,2020-07-12,0,0.0,7529.0,0.0,,,
1980,47,2020-07-12,0,0.0,884.0,0.0,,,
1981,46,2020-07-12,0,0.0,799.0,0.0,,,
1982,35,2020-07-12,129,3.0,29522.0,112.0,,,
1983,24,2020-07-12,114,7.0,10658.0,89.0,,,
1984,10,2020-07-12,0,0.0,333.0,0.0,,,
1985,13,2020-07-12,0,0.0,280.0,0.0,,,
1986,12,2020-07-12,0,0.0,521.0,0.0,,,
1987,11,2020-07-12,1,0.0,207.0,0.0,,,
1988,60,2020-07-12,0,0.0,5.0,0.0,,,
1989,61,2020-07-12,0,0.0,19.0,0.0,,,
1990,62,2020-07-12,0,0.0,14.0,0.0,,,
1991,99,2020-07-12,0,,0.0,0.0,,,
1992,1,2020-07-12,244,10.0,53483.0,201.0,,,
1993,59,2020-07-13,62,2.0,2456.0,39.0,,,
1994,48,2020-07-13,230,1.0,10003.0,145.0,,,
1995,47,2020-07-13,56,0.0,962.0,9.0,,,
1996,46,2020-07-13,0,0.0,1103.0,3.0,,,
1997,35,2020-07-13,116,3.0,25726.0,129.0,,,
1998,24,2020-07-13,100,1.0,9995.0,49.0,,,
1999,10,2020-07-13,0,0.0,493.0,0.0,,,
2000,13,2020-07-13,0,0.0,184.0,0.0,,,
2001,12,2020-07-13,0,0.0,382.0,0.0,,,
2002,11,2020-07-13,1,0.0,459.0,0.0,,,
2003,60,2020-07-13,0,0.0,0.0,0.0,,,
2004,61,2020-07-13,0,0.0,27.0,0.0,,,
2005,62,2020-07-13,0,0.0,29.0,0.0,,,
2006,99,2020-07-13,0,,0.0,0.0,,,
2007,1,2020-07-13,565,7.0,51819.0,374.0,,,
2008,59,2020-07-14,13,0.0,1963.0,12.0,,,
2009,48,2020-07-14,86,2.0,7595.0,59.0,,,
2010,47,2020-07-14,5,0.0,755.0,19.0,,,
2011,46,2020-07-14,5,0.0,574.0,1.0,,,
2012,35,2020-07-14,111,1.0,20896.0,122.0,,,
2013,24,2020-07-14,109,5.0,7701.0,114.0,,,
2014,10,2020-07-14,0,0.0,236.0,0.0,,,
2015,13,2020-07-14,1,0.0,255.0,0.0,,,
2016,12,2020-07-14,0,0.0,401.0,2.0,,,
2017,11,2020-07-14,1,0.0,191.0,0.0,,,
2018,60,2020-07-14,0,0.0,0.0,0.0,,,
2019,61,2020-07-14,0,0.0,17.0,0.0,,,
2020,62,2020-07-14,0,0.0,7.0,0.0,,,
2021,99,2020-07-14,0,,0.0,0.0,,,
2022,1,2020-07-14,331,8.0,40591.0,329.0,,,
2023,59,2020-07-15,21,0.0,1471.0,23.0,,,
2024,48,2020-07-15,82,0.0,5810.0,79.0,,,
2025,47,2020-07-15,5,0.0,613.0,6.0,,,
2026,46,2020-07-15,0,0.0,306.0,0.0,,,
2027,35,2020-07-15,102,14.0,16744.0,135.0,,,
2028,24,2020-07-15,129,3.0,9107.0,72.0,,,
2029,10,2020-07-15,0,0.0,254.0,0.0,,,
2030,13,2020-07-15,1,0.0,289.0,0.0,,,
2031,12,2020-07-15,1,0.0,311.0,0.0,,,
2032,11,2020-07-15,0,0.0,89.0,0.0,,,
2033,60,2020-07-15,0,0.0,18.0,0.0,,,
2034,61,2020-07-15,0,0.0,24.0,0.0,,,
2035,62,2020-07-15,0,0.0,8.0,0.0,,,
2036,99,2020-07-15,0,,0.0,0.0,,,
2037,1,2020-07-15,341,17.0,35044.0,315.0,,,
2038,59,2020-07-16,21,0.0,2234.0,36.0,,,
2039,48,2020-07-16,120,2.0,6386.0,15.0,,,
2040,47,2020-07-16,42,0.0,920.0,3.0,,,
2041,46,2020-07-16,1,0.0,510.0,0.0,,,
2042,35,2020-07-16,111,5.0,23769.0,141.0,,,
2043,24,2020-07-16,142,10.0,11552.0,156.0,,,
2044,10,2020-07-16,0,0.0,570.0,0.0,,,
2045,13,2020-07-16,0,0.0,483.0,0.0,,,
2046,12,2020-07-16,0,0.0,444.0,0.0,,,
2047,11,2020-07-16,0,0.0,506.0,0.0,,,
2048,60,2020-07-16,0,0.0,0.0,0.0,,,
2049,61,2020-07-16,0,0.0,39.0,0.0,,,
2050,62,2020-07-16,0,0.0,12.0,0.0,,,
2051,99,2020-07-16,0,,0.0,0.0,,,
2052,1,2020-07-16,437,17.0,47425.0,351.0,,,
2053,59,2020-07-17,28,0.0,2662.0,13.0,,,
2054,48,2020-07-17,105,2.0,8225.0,51.0,,,
2055,47,2020-07-17,13,0.0,1157.0,-1.0,,,
2056,46,2020-07-17,5,0.0,737.0,0.0,,,
2057,35,2020-07-17,111,9.0,26492.0,101.0,,,
2058,24,2020-07-17,141,1.0,13383.0,23686.0,,,
2059,10,2020-07-17,0,0.0,459.0,1.0,,,
2060,13,2020-07-17,0,0.0,407.0,0.0,,,
2061,12,2020-07-17,0,0.0,499.0,0.0,,,
2062,11,2020-07-17,0,0.0,731.0,2.0,,,
2063,60,2020-07-17,2,0.0,15.0,0.0,,,
2064,61,2020-07-17,0,0.0,7.0,0.0,,,
2065,62,2020-07-17,0,0.0,4.0,0.0,,,
2066,99,2020-07-17,0,,0.0,0.0,,,
2067,1,2020-07-17,405,12.0,54778.0,23853.0,,,
2068,59,2020-07-18,0,0.0,3199.0,0.0,,,
2069,48,2020-07-18,0,0.0,6484.0,0.0,,,
2070,47,2020-07-18,5,0.0,1139.0,5.0,,,
2071,46,2020-07-18,1,0.0,844.0,0.0,,,
2072,35,2020-07-18,166,2.0,31163.0,132.0,,,
2073,24,2020-07-18,158,7.0,13975.0,88.0,,,
2074,10,2020-07-18,0,0.0,380.0,0.0,,,
2075,13,2020-07-18,0,0.0,400.0,0.0,,,
2076,12,2020-07-18,0,0.0,491.0,0.0,,,
2077,11,2020-07-18,0,0.0,340.0,0.0,,,
2078,60,2020-07-18,0,0.0,18.0,0.0,,,
2079,61,2020-07-18,0,0.0,21.0,0.0,,,
2080,62,2020-07-18,0,0.0,10.0,0.0,,,
2081,99,2020-07-18,0,,0.0,0.0,,,
2082,1,2020-07-18,330,9.0,58464.0,225.0,,,
2083,59,2020-07-19,0,0.0,2997.0,0.0,,,
2084,48,2020-07-19,0,0.0,9719.0,0.0,,,
2085,47,2020-07-19,2,0.0,1339.0,1.0,,,
2086,46,2020-07-19,6,0.0,700.0,0.0,,,
2087,35,2020-07-19,164,3.0,28849.0,113.0,,,
2088,24,2020-07-19,166,1.0,15314.0,23.0,,,
2089,10,2020-07-19,0,0.0,264.0,0.0,,,
2090,13,2020-07-19,1,0.0,223.0,0.0,,,
2091,12,2020-07-19,0,0.0,365.0,0.0,,,
2092,11,2020-07-19,0,0.0,401.0,0.0,,,
2093,60,2020-07-19,0,0.0,22.0,0.0,,,
2094,61,2020-07-19,0,0.0,25.0,0.0,,,
2095,62,2020-07-19,0,0.0,27.0,0.0,,,
2096,99,2020-07-19,0,,0.0,0.0,,,
2097,1,2020-07-19,339,4.0,60245.0,137.0,,,
2098,59,2020-07-20,102,0.0,2493.0,56.0,,,
2099,48,2020-07-20,368,3.0,6856.0,115.0,,,
2100,47,2020-07-20,19,0.0,1295.0,3.0,,,
2101,46,2020-07-20,11,0.0,1439.0,0.0,,,
2102,35,2020-07-20,135,1.0,26890.0,106.0,,,
2103,24,2020-07-20,150,2.0,13823.0,140.0,,,
2104,10,2020-07-20,0,0.0,482.0,0.0,,,
2105,13,2020-07-20,1,0.0,366.0,0.0,,,
2106,12,2020-07-20,0,0.0,543.0,1.0,,,
2107,11,2020-07-20,0,0.0,299.0,2.0,,,
2108,60,2020-07-20,0,0.0,12.0,0.0,,,
2109,61,2020-07-20,0,0.0,8.0,0.0,,,
2110,62,2020-07-20,0,0.0,13.0,0.0,,,
2111,99,2020-07-20,0,,0.0,0.0,,,
2112,1,2020-07-20,786,6.0,54519.0,423.0,,,
2113,59,2020-07-21,28,0.0,2205.0,15.0,,,
2114,48,2020-07-21,141,2.0,6961.0,55.0,,,
2115,47,2020-07-21,8,0.0,1319.0,11.0,,,
2116,46,2020-07-21,12,0.0,636.0,0.0,,,
2117,35,2020-07-21,203,1.0,20913.0,92.0,,,
2118,24,2020-07-21,180,1.0,10826.0,108.0,,,
2119,10,2020-07-21,1,0.0,271.0,0.0,,,
2120,13,2020-07-21,0,0.0,282.0,0.0,,,
2121,12,2020-07-21,0,0.0,357.0,0.0,,,
2122,11,2020-07-21,0,0.0,195.0,2.0,,,
2123,60,2020-07-21,0,0.0,12.0,0.0,,,
2124,61,2020-07-21,0,0.0,23.0,0.0,,,
2125,62,2020-07-21,0,0.0,0.0,0.0,,,
2126,99,2020-07-21,0,,0.0,0.0,,,
2127,1,2020-07-21,573,4.0,44000.0,283.0,,,
2128,59,2020-07-22,34,0.0,1282.0,15.0,,,
2129,48,2020-07-22,133,2.0,7817.0,73.0,,,
2130,47,2020-07-22,60,0.0,733.0,12.0,,,
2131,46,2020-07-22,8,0.0,1212.0,0.0,,,
2132,35,2020-07-22,165,2.0,22974.0,207.0,,,
2133,24,2020-07-22,142,4.0,10958.0,75.0,,,
2134,10,2020-07-22,1,0.0,234.0,0.0,,,
2135,13,2020-07-22,0,0.0,353.0,2.0,,,
2136,12,2020-07-22,0,0.0,266.0,0.0,,,
2137,11,2020-07-22,0,0.0,151.0,1.0,,,
2138,60,2020-07-22,0,0.0,3.0,0.0,,,
2139,61,2020-07-22,0,0.0,14.0,0.0,,,
2140,62,2020-07-22,0,0.0,4.0,0.0,,,
2141,99,2020-07-22,0,,0.0,0.0,,,
2142,1,2020-07-22,543,8.0,46001.0,385.0,,,
2143,59,2020-07-23,30,1.0,2895.0,10.0,59.0,2020-07-23,1.0
2144,59,2020-07-23,30,1.0,2895.0,10.0,59.0,2020-07-23,1.0
2145,48,2020-07-23,114,2.0,8156.0,70.0,,,
2146,47,2020-07-23,42,1.0,1241.0,13.0,,,
2147,46,2020-07-23,1,0.0,751.0,1.0,,,
2148,35,2020-07-23,103,0.0,23990.0,151.0,,,
2149,24,2020-07-23,142,0.0,14146.0,132.0,,,
2150,10,2020-07-23,0,0.0,584.0,0.0,,,
2151,13,2020-07-23,0,0.0,322.0,0.0,,,
2152,12,2020-07-23,0,0.0,528.0,0.0,,,
2153,11,2020-07-23,0,0.0,258.0,0.0,,,
2154,60,2020-07-23,0,0.0,0.0,0.0,,,
2155,61,2020-07-23,0,0.0,11.0,0.0,,,
2156,62,2020-07-23,0,0.0,16.0,0.0,,,
2157,99,2020-07-23,0,,0.0,0.0,,,
2158,1,2020-07-23,432,4.0,52898.0,377.0,,,
2159,59,2020-07-24,27,1.0,3060.0,36.0,,,
2160,48,2020-07-24,111,2.0,8230.0,61.0,,,
2161,47,2020-07-24,27,0.0,1467.0,10.0,,,
2162,46,2020-07-24,9,0.0,1279.0,0.0,,,
2163,35,2020-07-24,195,3.0,26001.0,137.0,,,
2164,24,2020-07-24,163,1.0,15595.0,110.0,,,
2165,10,2020-07-24,1,0.0,439.0,0.0,,,
2166,13,2020-07-24,0,0.0,438.0,0.0,,,
2167,12,2020-07-24,0,0.0,438.0,0.0,,,
2168,11,2020-07-24,0,0.0,130.0,0.0,,,
2169,60,2020-07-24,1,0.0,36.0,0.0,,,
2170,61,2020-07-24,0,0.0,31.0,0.0,,,
2171,62,2020-07-24,0,0.0,3.0,0.0,,,
2172,99,2020-07-24,0,,0.0,0.0,,,
2173,1,2020-07-24,534,7.0,57147.0,354.0,,,
2174,59,2020-07-25,0,0.0,2568.0,0.0,,,
2175,48,2020-07-25,0,0.0,8741.0,0.0,,,
2176,47,2020-07-25,37,0.0,1604.0,14.0,,,
2177,46,2020-07-25,4,0.0,1655.0,0.0,,,
2178,35,2020-07-25,138,1.0,28809.0,140.0,,,
2179,24,2020-07-25,171,3.0,16572.0,88.0,,,
2180,10,2020-07-25,0,0.0,448.0,0.0,,,
2181,13,2020-07-25,0,0.0,344.0,0.0,,,
2182,12,2020-07-25,0,0.0,677.0,0.0,,,
2183,11,2020-07-25,0,0.0,416.0,0.0,,,
2184,60,2020-07-25,0,0.0,21.0,0.0,,,
2185,61,2020-07-25,0,0.0,5.0,0.0,,,
2186,62,2020-07-25,0,0.0,5.0,0.0,,,
2187,99,2020-07-25,0,,0.0,0.0,,,
2188,1,2020-07-25,350,4.0,61865.0,242.0,,,
2189,59,2020-07-26,0,0.0,2797.0,0.0,,,
2190,48,2020-07-26,0,0.0,10589.0,0.0,,,
2191,47,2020-07-26,42,0.0,1799.0,11.0,,,
2192,46,2020-07-26,6,0.0,1417.0,0.0,,,
2193,35,2020-07-26,137,4.0,29904.0,119.0,,,
2194,24,2020-07-26,169,1.0,14486.0,109.0,,,
2195,10,2020-07-26,1,0.0,333.0,0.0,,,
2196,13,2020-07-26,0,0.0,220.0,0.0,,,
2197,12,2020-07-26,0,0.0,260.0,1.0,,,
2198,11,2020-07-26,0,0.0,238.0,0.0,,,
2199,60,2020-07-26,0,0.0,19.0,0.0,,,
2200,61,2020-07-26,0,0.0,24.0,0.0,,,
2201,62,2020-07-26,0,0.0,16.0,0.0,,,
2202,99,2020-07-26,0,,0.0,0.0,,,
2203,1,2020-07-26,355,5.0,62102.0,240.0,,,
2204,59,2020-07-27,81,2.0,2853.0,109.0,,,
2205,48,2020-07-27,304,8.0,9855.0,207.0,,,
2206,47,2020-07-27,31,0.0,1396.0,13.0,,,
2207,46,2020-07-27,6,0.0,1608.0,0.0,,,
2208,35,2020-07-27,119,1.0,26144.0,102.0,,,
2209,24,2020-07-27,145,0.0,12624.0,74.0,,,
2210,10,2020-07-27,0,0.0,438.0,0.0,,,
2211,13,2020-07-27,0,0.0,222.0,0.0,,,
2212,12,2020-07-27,0,0.0,433.0,0.0,,,
2213,11,2020-07-27,0,0.0,241.0,0.0,,,
2214,60,2020-07-27,0,0.0,22.0,0.0,,,
2215,61,2020-07-27,0,0.0,26.0,0.0,,,
2216,62,2020-07-27,0,0.0,14.0,0.0,,,
2217,99,2020-07-27,0,,0.0,0.0,,,
2218,1,2020-07-27,686,11.0,55876.0,505.0,,,
2219,59,2020-07-28,23,1.0,1874.0,33.0,,,
2220,48,2020-07-28,80,1.0,7443.0,112.0,,,
2221,47,2020-07-28,9,1.0,1613.0,21.0,,,
2222,46,2020-07-28,5,1.0,836.0,0.0,,,
2223,35,2020-07-28,111,4.0,24664.0,106.0,,,
2224,24,2020-07-28,169,3.0,11748.0,0.0,,,
2225,10,2020-07-28,0,0.0,419.0,0.0,,,
2226,13,2020-07-28,0,0.0,266.0,0.0,,,
2227,12,2020-07-28,0,0.0,200.0,0.0,,,
2228,11,2020-07-28,0,0.0,154.0,2.0,,,
2229,60,2020-07-28,0,0.0,7.0,0.0,,,
2230,61,2020-07-28,0,0.0,14.0,0.0,,,
2231,62,2020-07-28,0,0.0,5.0,0.0,,,
2232,99,2020-07-28,0,,0.0,0.0,,,
2233,1,2020-07-28,397,11.0,49243.0,274.0,,,
2234,59,2020-07-29,39,0.0,1677.0,33.0,,,
2235,48,2020-07-29,133,3.0,7910.0,97.0,,,
2236,47,2020-07-29,50,0.0,873.0,22.0,,,
2237,46,2020-07-29,2,0.0,741.0,6.0,,,
2238,35,2020-07-29,76,1.0,17334.0,174.0,,,
2239,24,2020-07-29,112,2.0,12537.0,0.0,,,
2240,10,2020-07-29,0,0.0,351.0,0.0,,,
2241,13,2020-07-29,0,0.0,265.0,0.0,,,
2242,12,2020-07-29,0,1.0,219.0,-1.0,,,
2243,11,2020-07-29,0,0.0,83.0,0.0,,,
2244,60,2020-07-29,0,0.0,5.0,0.0,,,
2245,61,2020-07-29,0,0.0,20.0,0.0,,,
2246,62,2020-07-29,0,0.0,39.0,0.0,,,
2247,99,2020-07-29,0,,0.0,0.0,,,
2248,1,2020-07-29,412,7.0,42054.0,331.0,,,
2249,59,2020-07-30,29,0.0,2400.0,46.0,,,
2250,48,2020-07-30,113,5.0,8989.0,130.0,,,
2251,47,2020-07-30,38,1.0,1355.0,55.0,,,
2252,46,2020-07-30,2,0.0,670.0,0.0,,,
2253,35,2020-07-30,89,3.0,27308.0,165.0,,,
2254,24,2020-07-30,122,1.0,14312.0,0.0,,,
2255,10,2020-07-30,0,0.0,536.0,0.0,,,
2256,13,2020-07-30,0,0.0,266.0,1.0,,,
2257,12,2020-07-30,0,0.0,418.0,0.0,,,
2258,11,2020-07-30,0,0.0,141.0,0.0,,,
2259,60,2020-07-30,0,0.0,1.0,0.0,,,
2260,61,2020-07-30,0,0.0,17.0,0.0,,,
2261,62,2020-07-30,0,0.0,22.0,0.0,,,
2262,99,2020-07-30,0,,0.0,0.0,,,
2263,1,2020-07-30,393,10.0,56435.0,397.0,,,
2264,59,2020-07-31,50,1.0,3875.0,13.0,,,
2265,48,2020-07-31,127,1.0,8674.0,148.0,,,
2266,47,2020-07-31,13,0.0,1682.0,24.0,,,
2267,46,2020-07-31,6,0.0,1183.0,12.0,,,
2268,35,2020-07-31,134,3.0,27676.0,168.0,,,
2269,24,2020-07-31,181,1.0,17482.0,0.0,,,
2270,10,2020-07-31,0,0.0,490.0,0.0,,,
2271,13,2020-07-31,0,0.0,408.0,0.0,,,
2272,12,2020-07-31,2,0.0,448.0,0.0,,,
2273,11,2020-07-31,0,0.0,349.0,0.0,,,
2274,60,2020-07-31,0,0.0,35.0,0.0,,,
2275,61,2020-07-31,0,0.0,49.0,0.0,,,
2276,62,2020-07-31,0,0.0,10.0,0.0,,,
2277,99,2020-07-31,0,,0.0,0.0,,,
2278,1,2020-07-31,513,6.0,62361.0,365.0,,,
2279,59,2020-08-01,0,0.0,3035.0,0.0,,,
2280,48,2020-08-01,0,0.0,8392.0,0.0,,,
2281,47,2020-08-01,15,0.0,1804.0,46.0,,,
2282,46,2020-08-01,2,0.0,1504.0,0.0,,,
2283,35,2020-08-01,124,2.0,30033.0,163.0,,,
2284,24,2020-08-01,146,4.0,16454.0,0.0,,,
2285,10,2020-08-01,0,0.0,443.0,0.0,,,
2286,13,2020-08-01,0,0.0,299.0,0.0,,,
2287,12,2020-08-01,0,0.0,456.0,0.0,,,
2288,11,2020-08-01,0,0.0,228.0,0.0,,,
2289,60,2020-08-01,0,0.0,34.0,0.0,,,
2290,61,2020-08-01,0,0.0,15.0,0.0,,,
2291,62,2020-08-01,0,0.0,16.0,0.0,,,
2292,99,2020-08-01,0,,0.0,0.0,,,
2293,1,2020-08-01,287,6.0,62713.0,209.0,,,
2294,59,2020-08-02,0,0.0,2313.0,0.0,,,
2295,48,2020-08-02,0,0.0,11514.0,0.0,,,
2296,47,2020-08-02,8,0.0,1807.0,16.0,,,
2297,46,2020-08-02,18,0.0,2191.0,0.0,,,
2298,35,2020-08-02,116,1.0,33282.0,122.0,,,
2299,24,2020-08-02,141,3.0,16035.0,0.0,,,
2300,10,2020-08-02,0,0.0,319.0,0.0,,,
2301,13,2020-08-02,0,0.0,233.0,0.0,,,
2302,12,2020-08-02,2,0.0,440.0,0.0,,,
2303,11,2020-08-02,0,0.0,171.0,0.0,,,
2304,60,2020-08-02,0,0.0,13.0,0.0,,,
2305,61,2020-08-02,0,0.0,19.0,0.0,,,
2306,62,2020-08-02,0,0.0,11.0,0.0,,,
2307,99,2020-08-02,0,,0.0,0.0,,,
2308,1,2020-08-02,285,4.0,68348.0,138.0,,,
2309,59,2020-08-03,0,0.0,2032.0,0.0,,,
2310,48,2020-08-03,0,0.0,9148.0,0.0,,,
2311,47,2020-08-03,17,0.0,2104.0,19.0,,,
2312,46,2020-08-03,7,0.0,1365.0,0.0,,,
2313,35,2020-08-03,0,0.0,30443.0,0.0,,,
2314,24,2020-08-03,123,2.0,14812.0,0.0,,,
2315,10,2020-08-03,0,0.0,514.0,0.0,,,
2316,13,2020-08-03,0,0.0,246.0,2.0,,,
2317,12,2020-08-03,0,0.0,334.0,2.0,,,
2318,11,2020-08-03,0,0.0,186.0,0.0,,,
2319,60,2020-08-03,0,0.0,42.0,0.0,,,
2320,61,2020-08-03,0,0.0,7.0,0.0,,,
2321,62,2020-08-03,0,0.0,0.0,0.0,,,
2322,99,2020-08-03,0,,0.0,0.0,,,
2323,1,2020-08-03,147,2.0,61233.0,23.0,,,
2324,59,2020-08-04,146,0.0,1868.0,105.0,,,
2325,48,2020-08-04,303,5.0,6934.0,493.0,,,
2326,47,2020-08-04,9,0.0,1170.0,8.0,,,
2327,46,2020-08-04,1,0.0,1198.0,4.0,,,
2328,35,2020-08-04,179,4.0,23021.0,242.0,,,
2329,24,2020-08-04,123,2.0,10203.0,0.0,,,
2330,10,2020-08-04,0,0.0,261.0,1.0,,,
2331,13,2020-08-04,0,0.0,160.0,0.0,,,
2332,12,2020-08-04,0,0.0,215.0,0.0,,,
2333,11,2020-08-04,0,0.0,256.0,0.0,,,
2334,60,2020-08-04,0,0.0,21.0,0.0,,,
2335,61,2020-08-04,0,0.0,35.0,0.0,,,
2336,62,2020-08-04,0,0.0,6.0,0.0,,,
2337,99,2020-08-04,0,,0.0,0.0,,,
2338,1,2020-08-04,761,11.0,45348.0,853.0,,,
2339,59,2020-08-05,47,0.0,1294.0,15.0,,,
2340,48,2020-08-05,94,2.0,7246.0,137.0,,,
2341,47,2020-08-05,8,0.0,688.0,36.0,,,
2342,46,2020-08-05,1,0.0,1039.0,1.0,,,
2343,35,2020-08-05,86,0.0,19169.0,146.0,,,
2344,24,2020-08-05,155,2.0,11741.0,0.0,,,
2345,10,2020-08-05,0,0.0,286.0,3.0,,,
2346,13,2020-08-05,4,0.0,298.0,0.0,,,
2347,12,2020-08-05,0,0.0,219.0,0.0,,,
2348,11,2020-08-05,0,0.0,98.0,0.0,,,
2349,60,2020-08-05,0,0.0,30.0,0.0,,,
2350,61,2020-08-05,0,0.0,83.0,0.0,,,
2351,62,2020-08-05,0,0.0,8.0,0.0,,,
2352,99,2020-08-05,0,,0.0,0.0,,,
2353,1,2020-08-05,395,4.0,42199.0,338.0,,,
2354,59,2020-08-06,47,0.0,1751.0,27.0,,,
2355,48,2020-08-06,56,2.0,7203.0,93.0,,,
2356,47,2020-08-06,11,1.0,786.0,31.0,,,
2357,46,2020-08-06,30,0.0,1619.0,6.0,,,
2358,35,2020-08-06,95,1.0,17229.0,159.0,,,
2359,24,2020-08-06,133,0.0,16178.0,0.0,,,
2360,10,2020-08-06,0,0.0,480.0,0.0,,,
2361,13,2020-08-06,2,0.0,263.0,0.0,,,
2362,12,2020-08-06,0,0.0,253.0,0.0,,,
2363,11,2020-08-06,0,0.0,160.0,0.0,,,
2364,60,2020-08-06,0,0.0,35.0,2.0,,,
2365,61,2020-08-06,0,0.0,0.0,0.0,,,
2366,62,2020-08-06,0,0.0,31.0,0.0,,,
2367,99,2020-08-06,0,,0.0,0.0,,,
2368,1,2020-08-06,374,4.0,45988.0,318.0,,,
2369,59,2020-08-07,53,0.0,2661.0,38.0,,,
2370,48,2020-08-07,134,3.0,7991.0,113.0,,,
2371,47,2020-08-07,22,1.0,954.0,57.0,,,
2372,46,2020-08-07,17,0.0,1165.0,3.0,,,
2373,35,2020-08-07,88,0.0,26181.0,118.0,,,
2374,24,2020-08-07,108,0.0,16369.0,0.0,,,
2375,10,2020-08-07,1,0.0,496.0,0.0,,,
2376,13,2020-08-07,0,0.0,320.0,0.0,,,
2377,12,2020-08-07,0,0.0,598.0,0.0,,,
2378,11,2020-08-07,0,0.0,311.0,0.0,,,
2379,60,2020-08-07,1,0.0,23.0,0.0,,,
2380,61,2020-08-07,0,0.0,0.0,0.0,,,
2381,62,2020-08-07,0,0.0,7.0,0.0,,,
2382,99,2020-08-07,0,,0.0,0.0,,,
2383,1,2020-08-07,424,4.0,57076.0,329.0,,,
2384,59,2020-08-08,0,0.0,3147.0,0.0,,,
2385,48,2020-08-08,0,0.0,8561.0,0.0,,,
2386,47,2020-08-08,24,0.0,2129.0,24.0,,,
2387,46,2020-08-08,16,0.0,1509.0,0.0,,,
2388,35,2020-08-08,70,1.0,25136.0,107.0,,,
2389,24,2020-08-08,126,5.0,16976.0,0.0,,,
2390,10,2020-08-08,0,0.0,411.0,0.0,,,
2391,13,2020-08-08,0,0.0,266.0,0.0,,,
2392,12,2020-08-08,0,0.0,403.0,0.0,,,
2393,11,2020-08-08,0,0.0,177.0,0.0,,,
2394,60,2020-08-08,0,0.0,48.0,0.0,,,
2395,61,2020-08-08,0,0.0,24.0,0.0,,,
2396,62,2020-08-08,0,0.0,0.0,0.0,,,
2397,99,2020-08-08,0,,0.0,0.0,,,
2398,1,2020-08-08,236,6.0,58787.0,131.0,,,
2399,59,2020-08-09,0,0.0,2948.0,0.0,,,
2400,48,2020-08-09,0,0.0,8781.0,0.0,,,
2401,47,2020-08-09,12,0.0,1655.0,12.0,,,
2402,46,2020-08-09,35,0.0,2116.0,1.0,,,
2403,35,2020-08-09,79,2.0,26008.0,148.0,,,
2404,24,2020-08-09,104,3.0,16016.0,0.0,,,
2405,10,2020-08-09,0,0.0,359.0,0.0,,,
2406,13,2020-08-09,0,0.0,311.0,0.0,,,
2407,12,2020-08-09,0,0.0,501.0,1.0,,,
2408,11,2020-08-09,0,0.0,204.0,0.0,,,
2409,60,2020-08-09,0,0.0,45.0,0.0,,,
2410,61,2020-08-09,0,0.0,19.0,0.0,,,
2411,62,2020-08-09,0,0.0,20.0,0.0,,,
2412,99,2020-08-09,0,0.0,0.0,0.0,,,
2413,1,2020-08-09,230,5.0,58983.0,162.0,,,
2414,59,2020-08-10,131,0.0,2785.0,72.0,,,
2415,48,2020-08-10,257,5.0,10167.0,287.0,,,
2416,47,2020-08-10,5,0.0,1945.0,8.0,,,
2417,46,2020-08-10,16,0.0,1571.0,2.0,,,
2418,35,2020-08-10,115,0.0,27771.0,102.0,,,
2419,24,2020-08-10,156,1.0,14072.0,2155.0,,,
2420,10,2020-08-10,1,0.0,550.0,0.0,,,
2421,13,2020-08-10,0,0.0,224.0,0.0,,,
2422,12,2020-08-10,0,0.0,387.0,1.0,,,
2423,11,2020-08-10,0,0.0,223.0,0.0,,,
2424,60,2020-08-10,0,0.0,65.0,0.0,,,
2425,61,2020-08-10,0,0.0,19.0,0.0,,,
2426,62,2020-08-10,0,0.0,8.0,0.0,,,
2427,99,2020-08-10,0,0.0,0.0,0.0,,,
2428,1,2020-08-10,681,6.0,59787.0,2627.0,,,
2429,59,2020-08-11,46,0.0,2786.0,19.0,,,
