,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,provinceID,lockdate,label
7183,13,2021-06-10,3,0.0,1304.0,7.0,,,
7184,12,2021-06-10,14,0.0,4239.0,31.0,,,
7185,11,2021-06-10,0,0.0,567.0,1.0,,,
7186,60,2021-06-10,4,0.0,0.0,0.0,,,
7187,61,2021-06-10,0,0.0,108.0,0.0,,,
7188,62,2021-06-10,1,0.0,27.0,0.0,,,
7189,99,2021-06-10,0,0.0,0.0,0.0,,,
7190,1,2021-06-10,1479,30.0,81056.0,2570.0,,,
7191,59,2021-06-11,180,1.0,5889.0,212.0,,,
7192,48,2021-06-11,170,3.0,5501.0,448.0,,,
7193,47,2021-06-11,86,1.0,2165.0,98.0,,,
7194,46,2021-06-11,220,2.0,2735.0,330.0,,,
7195,35,2021-06-11,574,4.0,31423.0,850.0,,,
7196,24,2021-06-11,180,1.0,22534.0,317.0,,,
7197,10,2021-06-11,3,0.0,1015.0,0.0,,,
7198,13,2021-06-11,1,0.0,1048.0,5.0,,,
7199,12,2021-06-11,5,1.0,5031.0,11.0,,,
7200,11,2021-06-11,0,0.0,454.0,0.0,,,
7201,60,2021-06-11,2,0.0,0.0,0.0,,,
7202,61,2021-06-11,0,0.0,60.0,0.0,,,
7203,62,2021-06-11,4,0.0,32.0,0.0,,,
7204,99,2021-06-11,0,0.0,0.0,0.0,,,
7205,1,2021-06-11,1425,13.0,77887.0,2271.0,,,
7206,59,2021-06-12,96,0.0,6727.0,0.0,,,
7207,48,2021-06-12,179,4.0,6682.0,457.0,,,
7208,47,2021-06-12,106,1.0,2159.0,135.0,,,
7209,46,2021-06-12,294,3.0,4376.0,340.0,,,
7210,35,2021-06-12,502,15.0,28949.0,830.0,,,
7211,24,2021-06-12,182,3.0,0.0,277.0,,,
7212,10,2021-06-12,6,0.0,1485.0,20.0,,,
7213,13,2021-06-12,7,1.0,1277.0,10.0,,,
7214,12,2021-06-12,10,0.0,4954.0,5.0,,,
7215,11,2021-06-12,0,0.0,607.0,0.0,,,
7216,60,2021-06-12,0,0.0,0.0,0.0,,,
7217,61,2021-06-12,0,0.0,62.0,0.0,,,
7218,62,2021-06-12,3,0.0,71.0,0.0,,,
7219,99,2021-06-12,0,0.0,0.0,0.0,,,
7220,1,2021-06-12,1385,27.0,57349.0,2074.0,,,
7221,59,2021-06-13,113,0.0,0.0,0.0,,,
7222,48,2021-06-13,165,1.0,0.0,231.0,,,
7223,47,2021-06-13,66,0.0,1553.0,131.0,,,
7224,46,2021-06-13,194,8.0,0.0,319.0,,,
7225,35,2021-06-13,530,7.0,0.0,763.0,,,
7226,24,2021-06-13,151,1.0,0.0,283.0,,,
7227,10,2021-06-13,1,0.0,0.0,6.0,,,
7228,13,2021-06-13,7,0.0,1283.0,3.0,,,
7229,12,2021-06-13,6,0.0,5416.0,11.0,,,
7230,11,2021-06-13,0,0.0,0.0,0.0,,,
7231,60,2021-06-13,0,0.0,0.0,0.0,,,
7232,61,2021-06-13,0,0.0,0.0,0.0,,,
7233,62,2021-06-13,0,0.0,0.0,0.0,,,
7234,99,2021-06-13,0,0.0,0.0,0.0,,,
7235,1,2021-06-13,1233,17.0,8252.0,1747.0,,,
7236,59,2021-06-14,68,4.0,11753.0,621.0,,,
7237,48,2021-06-14,115,0.0,11276.0,206.0,,,
7238,47,2021-06-14,55,1.0,1691.0,89.0,,,
7239,46,2021-06-14,123,2.0,4764.0,316.0,,,
7240,35,2021-06-14,447,4.0,44830.0,670.0,,,
7241,24,2021-06-14,123,0.0,52193.0,213.0,,,
7242,10,2021-06-14,4,0.0,2597.0,0.0,,,
7243,13,2021-06-14,1,0.0,2446.0,8.0,,,
7244,12,2021-06-14,7,1.0,5044.0,22.0,,,
7245,11,2021-06-14,0,0.0,988.0,0.0,,,
7246,60,2021-06-14,6,0.0,0.0,2.0,,,
7247,61,2021-06-14,0,0.0,77.0,0.0,,,
7248,62,2021-06-14,0,0.0,286.0,0.0,,,
7249,99,2021-06-14,0,0.0,0.0,0.0,,,
7250,1,2021-06-14,949,12.0,137945.0,2147.0,,,
7251,59,2021-06-15,108,0.0,4186.0,152.0,,,
7252,48,2021-06-15,127,4.0,3315.0,408.0,,,
7253,47,2021-06-15,46,4.0,1478.0,95.0,,,
7254,46,2021-06-15,115,2.0,1825.0,252.0,,,
7255,35,2021-06-15,296,13.0,13588.0,645.0,,,
7256,24,2021-06-15,105,5.0,15582.0,216.0,,,
7257,10,2021-06-15,2,0.0,670.0,0.0,,,
7258,13,2021-06-15,3,0.0,773.0,8.0,,,
7259,12,2021-06-15,2,0.0,3355.0,29.0,,,
7260,11,2021-06-15,0,0.0,382.0,4.0,,,
7261,60,2021-06-15,3,1.0,0.0,1.0,,,
7262,61,2021-06-15,0,0.0,24.0,0.0,,,
7263,62,2021-06-15,0,0.0,106.0,1.0,,,
7264,99,2021-06-15,0,0.0,0.0,0.0,,,
7265,1,2021-06-15,807,29.0,45284.0,1811.0,,,
7266,59,2021-06-16,113,4.0,4697.0,150.0,,,
7267,48,2021-06-16,153,4.0,4476.0,314.0,,,
7268,47,2021-06-16,83,1.0,2146.0,76.0,,,
7269,46,2021-06-16,137,6.0,1636.0,309.0,,,
7270,35,2021-06-16,384,12.0,17162.0,722.0,,,
7271,24,2021-06-16,153,1.0,22885.0,177.0,,,
7272,10,2021-06-16,1,0.0,665.0,7.0,,,
7273,13,2021-06-16,3,0.0,952.0,30.0,,,
7274,12,2021-06-16,8,0.0,3792.0,13.0,,,
7275,11,2021-06-16,0,0.0,534.0,0.0,,,
7276,60,2021-06-16,13,0.0,0.0,1.0,,,
7277,61,2021-06-16,0,0.0,63.0,0.0,,,
7278,62,2021-06-16,0,0.0,163.0,0.0,,,
7279,99,2021-06-16,0,0.0,0.0,0.0,,,
7280,1,2021-06-16,1048,28.0,59171.0,1799.0,,,
7281,59,2021-06-17,120,1.0,6143.0,130.0,,,
7282,48,2021-06-17,150,2.0,6708.0,316.0,,,
7283,47,2021-06-17,95,0.0,2301.0,70.0,,,
7284,46,2021-06-17,177,2.0,2263.0,442.0,,,
7285,35,2021-06-17,370,7.0,32762.0,635.0,,,
7286,24,2021-06-17,161,1.0,26352.0,192.0,,,
7287,10,2021-06-17,1,0.0,1057.0,4.0,,,
7288,13,2021-06-17,3,0.0,1217.0,1.0,,,
7289,12,2021-06-17,14,0.0,5172.0,9.0,,,
7290,11,2021-06-17,0,0.0,476.0,0.0,,,
7291,60,2021-06-17,16,0.0,0.0,1.0,,,
7292,61,2021-06-17,0,0.0,92.0,0.0,,,
7293,62,2021-06-17,0,0.0,89.0,0.0,,,
7294,99,2021-06-17,0,0.0,0.0,0.0,,,
7295,1,2021-06-17,1107,13.0,84632.0,1800.0,,,
7296,59,2021-06-18,108,1.0,5838.0,169.0,,,
7297,48,2021-06-18,124,3.0,6044.0,256.0,,,
7298,47,2021-06-18,107,1.0,2455.0,95.0,,,
7299,46,2021-06-18,178,3.0,2214.0,276.0,,,
7300,35,2021-06-18,345,1.0,30454.0,624.0,,,
7301,24,2021-06-18,127,2.0,22431.0,194.0,,,
7302,10,2021-06-18,0,0.0,895.0,10.0,,,
7303,13,2021-06-18,3,0.0,1063.0,9.0,,,
7304,12,2021-06-18,11,0.0,6051.0,15.0,,,
7305,11,2021-06-18,0,0.0,529.0,0.0,,,
7306,60,2021-06-18,9,0.0,0.0,4.0,,,
7307,61,2021-06-18,0,0.0,53.0,0.0,,,
7308,62,2021-06-18,0,0.0,129.0,0.0,,,
7309,99,2021-06-18,0,0.0,0.0,0.0,,,
7310,1,2021-06-18,1012,11.0,78156.0,1652.0,,,
7311,59,2021-06-19,94,0.0,6149.0,0.0,,,
7312,48,2021-06-19,127,6.0,5574.0,287.0,,,
7313,47,2021-06-19,54,0.0,1802.0,57.0,,,
7314,46,2021-06-19,151,3.0,3615.0,266.0,,,
7315,35,2021-06-19,355,13.0,26643.0,581.0,,,
7316,24,2021-06-19,160,9.0,0.0,187.0,,,
7317,10,2021-06-19,0,0.0,1055.0,0.0,,,
7318,13,2021-06-19,5,0.0,1030.0,4.0,,,
7319,12,2021-06-19,5,0.0,5690.0,10.0,,,
7320,11,2021-06-19,0,0.0,470.0,0.0,,,
7321,60,2021-06-19,8,0.0,0.0,3.0,,,
7322,61,2021-06-19,0,0.0,38.0,0.0,,,
7323,62,2021-06-19,0,0.0,76.0,0.0,,,
7324,99,2021-06-19,0,0.0,0.0,0.0,,,
7325,1,2021-06-19,959,31.0,52142.0,1395.0,,,
7326,59,2021-06-20,90,0.0,0.0,0.0,,,
7327,48,2021-06-20,100,0.0,0.0,142.0,,,
7328,47,2021-06-20,60,1.0,1384.0,76.0,,,
7329,46,2021-06-20,93,6.0,0.0,228.0,,,
7330,35,2021-06-20,318,12.0,0.0,504.0,,,
7331,24,2021-06-20,103,2.0,0.0,192.0,,,
7332,10,2021-06-20,0,0.0,0.0,0.0,,,
7333,13,2021-06-20,2,0.0,710.0,1.0,,,
7334,12,2021-06-20,2,0.0,4357.0,7.0,,,
7335,11,2021-06-20,0,0.0,0.0,0.0,,,
7336,60,2021-06-20,34,0.0,0.0,6.0,,,
7337,61,2021-06-20,0,0.0,0.0,0.0,,,
7338,62,2021-06-20,0,0.0,0.0,0.0,,,
7339,99,2021-06-20,0,0.0,0.0,0.0,,,
7340,1,2021-06-20,802,21.0,6451.0,1156.0,,,
7341,59,2021-06-21,45,3.0,11807.0,405.0,,,
7342,48,2021-06-21,60,0.0,9932.0,182.0,,,
7343,47,2021-06-21,28,1.0,1518.0,79.0,,,
7344,46,2021-06-21,67,1.0,3655.0,164.0,,,
7345,35,2021-06-21,270,3.0,46431.0,486.0,,,
7346,24,2021-06-21,90,0.0,52535.0,169.0,,,
7347,10,2021-06-21,0,0.0,1733.0,0.0,,,
7348,13,2021-06-21,0,0.0,581.0,2.0,,,
7349,12,2021-06-21,0,0.0,3488.0,4.0,,,
7350,11,2021-06-21,0,0.0,567.0,0.0,,,
7351,60,2021-06-21,0,0.0,0.0,0.0,,,
7352,61,2021-06-21,0,0.0,0.0,0.0,,,
7353,62,2021-06-21,0,0.0,97.0,0.0,,,
7354,99,2021-06-21,0,0.0,0.0,0.0,,,
7355,1,2021-06-21,560,8.0,132344.0,1491.0,,,
7356,59,2021-06-22,53,0.0,3499.0,110.0,,,
7357,48,2021-06-22,57,1.0,2833.0,289.0,,,
7358,47,2021-06-22,34,0.0,1270.0,87.0,,,
7359,46,2021-06-22,68,4.0,1695.0,273.0,,,
7360,35,2021-06-22,296,60.0,13828.0,442.0,,,
7361,24,2021-06-22,84,4.0,16754.0,154.0,,,
7362,10,2021-06-22,1,0.0,634.0,10.0,,,
7363,13,2021-06-22,1,0.0,442.0,6.0,,,
7364,12,2021-06-22,2,2.0,2618.0,5.0,,,
7365,11,2021-06-22,0,0.0,167.0,0.0,,,
7366,60,2021-06-22,25,0.0,0.0,14.0,,,
7367,61,2021-06-22,0,0.0,96.0,0.0,,,
7368,62,2021-06-22,0,0.0,12.0,8.0,,,
7369,99,2021-06-22,0,0.0,0.0,0.0,,,
7370,1,2021-06-22,621,71.0,43848.0,1398.0,,,
7371,59,2021-06-23,87,1.0,4202.0,120.0,,,
7372,48,2021-06-23,92,2.0,5019.0,187.0,,,
7373,47,2021-06-23,34,1.0,1807.0,64.0,,,
7374,46,2021-06-23,121,3.0,1385.0,190.0,,,
7375,35,2021-06-23,255,11.0,16784.0,460.0,,,
7376,24,2021-06-23,127,3.0,22986.0,165.0,,,
7377,10,2021-06-23,0,0.0,587.0,0.0,,,
7378,13,2021-06-23,1,0.0,675.0,7.0,,,
7379,12,2021-06-23,0,0.0,3353.0,14.0,,,
7380,11,2021-06-23,0,0.0,366.0,0.0,,,
7381,60,2021-06-23,8,0.0,0.0,11.0,,,
7382,61,2021-06-23,0,0.0,7.0,0.0,,,
7383,62,2021-06-23,0,0.0,84.0,0.0,,,
7384,99,2021-06-23,0,0.0,0.0,0.0,,,
7385,1,2021-06-23,725,21.0,57255.0,1218.0,,,
7386,59,2021-06-24,75,3.0,6034.0,83.0,,,
7387,48,2021-06-24,73,1.0,6335.0,168.0,,,
